Hidden Layers,Units per Layer,Activation,Learning Rate,Batch Size,Epochs,Accuracy
3,32,relu,0.1,32,10,0.0
3,32,relu,0.1,32,30,0.0
3,32,relu,0.1,32,50,0.0
3,32,relu,0.1,32,70,0.0
3,32,relu,0.1,64,10,0.5753424657534246
3,32,relu,0.1,64,30,0.0011415525114155
3,32,relu,0.1,64,50,0.0
3,32,relu,0.1,64,70,0.0
3,32,sigmoid,0.001,16,10,0.6232876712328768
3,32,sigmoid,0.001,16,30,0.8025114155251142
3,32,sigmoid,0.001,16,50,0.8447488584474886
3,32,sigmoid,0.001,16,70,0.815068493150685
3,32,sigmoid,0.001,32,10,0.6084474885844748
3,32,sigmoid,0.001,32,30,0.7922374429223744
3,32,sigmoid,0.001,32,50,0.8253424657534246
3,32,sigmoid,0.001,32,70,0.8276255707762558
3,32,sigmoid,0.001,64,10,0.5251141552511416
3,32,sigmoid,0.001,64,30,0.7865296803652968
3,32,sigmoid,0.001,64,50,0.791095890410959
3,32,sigmoid,0.001,64,70,0.817351598173516
3,32,sigmoid,0.01,16,10,0.821917808219178
3,32,sigmoid,0.01,16,30,0.8561643835616438
3,32,sigmoid,0.01,16,50,0.8470319634703196
3,32,sigmoid,0.01,16,70,0.8481735159817352
3,32,sigmoid,0.01,32,10,0.7888127853881278
3,32,sigmoid,0.01,32,30,0.8047945205479452
3,32,sigmoid,0.01,32,50,0.8207762557077626
3,32,sigmoid,0.01,32,70,0.8573059360730594
3,32,sigmoid,0.01,64,10,0.7990867579908676
3,32,sigmoid,0.01,64,30,0.8047945205479452
3,32,sigmoid,0.01,64,50,0.8162100456621004
3,32,sigmoid,0.01,64,70,0.8162100456621004
3,32,sigmoid,0.1,16,10,0.632420091324201
3,32,sigmoid,0.1,16,30,0.6404109589041096
3,32,sigmoid,0.1,16,50,0.1267123287671233
3,32,sigmoid,0.1,16,70,0.3687214611872146
3,32,sigmoid,0.1,32,10,0.545662100456621
3,32,sigmoid,0.1,32,30,0.478310502283105
3,32,sigmoid,0.1,32,50,0.7408675799086758
3,32,sigmoid,0.1,32,70,0.6381278538812786
3,32,sigmoid,0.1,64,10,0.7488584474885844
3,32,sigmoid,0.1,64,30,0.678082191780822
3,32,sigmoid,0.1,64,50,0.795662100456621
3,32,sigmoid,0.1,64,70,0.8230593607305936
3,32,tanh,0.001,16,10,0.7534246575342466
3,32,tanh,0.001,16,30,0.7899543378995434
3,32,tanh,0.001,16,50,0.7420091324200914
3,32,tanh,0.001,16,70,0.7671232876712328
3,32,tanh,0.001,32,10,0.702054794520548
3,32,tanh,0.001,32,30,0.7625570776255708
3,32,tanh,0.001,32,50,0.7465753424657534
3,32,tanh,0.001,32,70,0.7271689497716894
3,32,tanh,0.001,64,10,0.658675799086758
3,32,tanh,0.001,64,30,0.7009132420091324
3,32,tanh,0.001,64,50,0.7180365296803652
3,32,tanh,0.001,64,70,0.7248858447488584
3,32,tanh,0.01,16,10,0.8287671232876712
3,32,tanh,0.01,16,30,0.841324200913242
3,32,tanh,0.01,16,50,0.8424657534246576
3,32,tanh,0.01,16,70,0.8287671232876712
3,32,tanh,0.01,32,10,0.8127853881278538
3,32,tanh,0.01,32,30,0.8162100456621004
3,32,tanh,0.01,32,50,0.819634703196347
3,32,tanh,0.01,32,70,0.841324200913242
3,32,tanh,0.01,64,10,0.8105022831050228
3,32,tanh,0.01,64,30,0.8287671232876712
3,32,tanh,0.01,64,50,0.8321917808219178
3,32,tanh,0.01,64,70,0.8333333333333334
3,32,tanh,0.1,16,10,0.3093607305936073
3,32,tanh,0.1,16,30,0.3607305936073059
3,32,tanh,0.1,16,50,0.2979452054794521
3,32,tanh,0.1,16,70,0.3367579908675799
3,32,tanh,0.1,32,10,0.3801369863013699
3,32,tanh,0.1,32,30,0.3527397260273973
3,32,tanh,0.1,32,50,0.4063926940639269
3,32,tanh,0.1,32,70,0.4349315068493151
3,32,tanh,0.1,64,10,0.5742009132420092
3,32,tanh,0.1,64,30,0.4748858447488584
3,32,tanh,0.1,64,50,0.5319634703196348
3,32,tanh,0.1,64,70,0.5068493150684932
3,64,relu,0.001,16,10,0.9029680365296804
3,64,relu,0.001,16,30,0.9041095890410958
3,64,relu,0.001,16,50,0.8972602739726028
3,64,relu,0.001,16,70,0.8995433789954338
3,64,relu,0.001,32,10,0.8801369863013698
3,64,relu,0.001,32,30,0.9006849315068494
3,64,relu,0.001,32,50,0.8984018264840182
3,64,relu,0.001,32,70,0.8972602739726028
3,64,relu,0.001,64,10,0.8915525114155252
3,64,relu,0.001,64,30,0.8881278538812786
3,64,relu,0.001,64,50,0.906392694063927
3,64,relu,0.001,64,70,0.8995433789954338
3,64,relu,0.01,16,10,0.9246575342465754
3,64,relu,0.01,16,30,0.9178082191780822
3,64,relu,0.01,16,50,0.928082191780822
3,64,relu,0.01,16,70,0.9246575342465754
3,64,relu,0.01,32,10,0.9155251141552512
3,64,relu,0.01,32,30,0.932648401826484
3,64,relu,0.01,32,50,0.9212328767123288
3,64,relu,0.01,32,70,0.9200913242009132
3,64,relu,0.01,64,10,0.9155251141552512
3,64,relu,0.01,64,30,0.9212328767123288
3,64,relu,0.01,64,50,0.9257990867579908
3,64,relu,0.01,64,70,0.930365296803653
3,64,relu,0.1,16,10,0.0011415525114155
3,64,relu,0.1,16,30,0.0
3,64,relu,0.1,16,50,0.0
3,64,relu,0.1,16,70,0.0
3,64,relu,0.1,32,10,0.0
3,64,relu,0.1,32,30,0.0
3,64,relu,0.1,32,50,0.0
3,64,relu,0.1,32,70,0.0
3,64,relu,0.1,64,10,0.0
3,64,relu,0.1,64,30,0.0
3,64,relu,0.1,64,50,0.0
3,64,relu,0.1,64,70,0.0
3,64,sigmoid,0.001,16,10,0.7659817351598174
3,64,sigmoid,0.001,16,30,0.8687214611872146
3,64,sigmoid,0.001,16,50,0.8493150684931506
3,64,sigmoid,0.001,16,70,0.8732876712328768
3,64,sigmoid,0.001,32,10,0.6678082191780822
3,64,sigmoid,0.001,32,30,0.8287671232876712
3,64,sigmoid,0.001,32,50,0.8504566210045662
3,64,sigmoid,0.001,32,70,0.8527397260273972
3,64,sigmoid,0.001,64,10,0.610730593607306
3,64,sigmoid,0.001,64,30,0.8504566210045662
3,64,sigmoid,0.001,64,50,0.8378995433789954
3,64,sigmoid,0.001,64,70,0.843607305936073
3,64,sigmoid,0.01,16,10,0.865296803652968
3,64,sigmoid,0.01,16,30,0.8835616438356164
3,64,sigmoid,0.01,16,50,0.8995433789954338
3,64,sigmoid,0.01,16,70,0.8755707762557078
3,64,sigmoid,0.01,32,10,0.8470319634703196
3,64,sigmoid,0.01,32,30,0.884703196347032
3,64,sigmoid,0.01,32,50,0.8926940639269406
3,64,sigmoid,0.01,32,70,0.860730593607306
3,64,sigmoid,0.01,64,10,0.8310502283105022
3,64,sigmoid,0.01,64,30,0.867579908675799
3,64,sigmoid,0.01,64,50,0.8778538812785388
3,64,sigmoid,0.01,64,70,0.860730593607306
3,64,sigmoid,0.1,16,10,0.2340182648401826
3,64,sigmoid,0.1,16,30,0.0
3,64,sigmoid,0.1,16,50,0.0
3,64,sigmoid,0.1,16,70,0.3424657534246575
3,64,sigmoid,0.1,32,10,0.0
3,64,sigmoid,0.1,32,30,0.4965753424657534
3,64,sigmoid,0.1,32,50,0.0
3,64,sigmoid,0.1,32,70,0.0
3,64,sigmoid,0.1,64,10,0.4828767123287671
3,64,sigmoid,0.1,64,30,0.0
3,64,sigmoid,0.1,64,50,0.1061643835616438
3,64,sigmoid,0.1,64,70,0.0
3,64,tanh,0.001,16,10,0.8036529680365296
3,64,tanh,0.001,16,30,0.7968036529680366
3,64,tanh,0.001,16,50,0.7990867579908676
3,64,tanh,0.001,16,70,0.7990867579908676
3,64,tanh,0.001,32,10,0.7408675799086758
3,64,tanh,0.001,32,30,0.791095890410959
3,64,tanh,0.001,32,50,0.7340182648401826
3,64,tanh,0.001,32,70,0.7625570776255708
3,64,tanh,0.001,64,10,0.7191780821917808
3,64,tanh,0.001,64,30,0.7271689497716894
3,64,tanh,0.001,64,50,0.7408675799086758
3,64,tanh,0.001,64,70,0.7853881278538812
3,64,tanh,0.01,16,10,0.8025114155251142
3,64,tanh,0.01,16,30,0.843607305936073
3,64,tanh,0.01,16,50,0.8424657534246576
3,64,tanh,0.01,16,70,0.841324200913242
3,64,tanh,0.01,32,10,0.8242009132420092
3,64,tanh,0.01,32,30,0.8356164383561644
3,64,tanh,0.01,32,50,0.8333333333333334
3,64,tanh,0.01,32,70,0.8538812785388128
3,64,tanh,0.01,64,10,0.8287671232876712
3,64,tanh,0.01,64,30,0.8538812785388128
3,64,tanh,0.01,64,50,0.8333333333333334
3,64,tanh,0.01,64,70,0.8515981735159818
3,64,tanh,0.1,16,10,0.29337899543379
3,64,tanh,0.1,16,30,0.2979452054794521
3,64,tanh,0.1,16,50,0.3299086757990868
3,64,tanh,0.1,16,70,0.3595890410958904
3,64,tanh,0.1,32,10,0.2773972602739726
3,64,tanh,0.1,32,30,0.3858447488584475
3,64,tanh,0.1,32,50,0.384703196347032
3,64,tanh,0.1,32,70,0.3527397260273973
3,64,tanh,0.1,64,10,0.3755707762557078
3,64,tanh,0.1,64,30,0.5
3,64,tanh,0.1,64,50,0.4851598173515982
3,64,tanh,0.1,64,70,0.5159817351598174
3,128,relu,0.001,16,10,0.9223744292237442
3,128,relu,0.001,16,30,0.930365296803653
3,128,relu,0.001,16,50,0.9235159817351598
3,128,relu,0.001,16,70,0.9292237442922374
3,128,relu,0.001,32,10,0.9018264840182648
3,128,relu,0.001,32,30,0.9178082191780822
3,128,relu,0.001,32,50,0.9098173515981736
3,128,relu,0.001,32,70,0.9052511415525114
3,128,relu,0.001,64,10,0.9075342465753424
3,128,relu,0.001,64,30,0.9006849315068494
3,128,relu,0.001,64,50,0.908675799086758
3,128,relu,0.001,64,70,0.9121004566210046
3,128,relu,0.01,16,10,0.9075342465753424
3,128,relu,0.01,16,30,0.9372146118721462
3,128,relu,0.01,16,50,0.9155251141552512
3,128,relu,0.01,16,70,0.9166666666666666
3,128,relu,0.01,32,10,0.9223744292237442
3,128,relu,0.01,32,30,0.9372146118721462
3,128,relu,0.01,32,50,0.9235159817351598
3,128,relu,0.01,32,70,0.9337899543378996
3,128,relu,0.01,64,10,0.9269406392694064
3,128,relu,0.01,64,30,0.9372146118721462
3,128,relu,0.01,64,50,0.9269406392694064
3,128,relu,0.01,64,70,0.9292237442922374
3,128,relu,0.1,16,10,0.0
3,128,relu,0.1,16,30,0.0
3,128,relu,0.1,16,50,0.0
3,128,relu,0.1,16,70,0.0
3,128,relu,0.1,32,10,0.0
3,128,relu,0.1,32,30,0.0
3,128,relu,0.1,32,50,0.0
3,128,relu,0.1,32,70,0.0
3,128,relu,0.1,64,10,0.0011415525114155
3,128,relu,0.1,64,30,0.0
3,128,relu,0.1,64,50,0.0
3,128,relu,0.1,64,70,0.0
3,128,sigmoid,0.001,16,10,0.863013698630137
3,128,sigmoid,0.001,16,30,0.8881278538812786
3,128,sigmoid,0.001,16,50,0.8915525114155252
3,128,sigmoid,0.001,16,70,0.8801369863013698
3,128,sigmoid,0.001,32,10,0.8424657534246576
3,128,sigmoid,0.001,32,30,0.8755707762557078
3,128,sigmoid,0.001,32,50,0.8698630136986302
3,128,sigmoid,0.001,32,70,0.8767123287671232
3,128,sigmoid,0.001,64,10,0.6872146118721462
3,128,sigmoid,0.001,64,30,0.8755707762557078
3,128,sigmoid,0.001,64,50,0.8710045662100456
3,128,sigmoid,0.001,64,70,0.8515981735159818
3,128,sigmoid,0.01,16,10,0.8744292237442922
3,128,sigmoid,0.01,16,30,0.8961187214611872
3,128,sigmoid,0.01,16,50,0.9098173515981736
3,128,sigmoid,0.01,16,70,0.908675799086758
3,128,sigmoid,0.01,32,10,0.889269406392694
3,128,sigmoid,0.01,32,30,0.8984018264840182
3,128,sigmoid,0.01,32,50,0.8915525114155252
3,128,sigmoid,0.01,32,70,0.9041095890410958
3,128,sigmoid,0.01,64,10,0.8812785388127854
3,128,sigmoid,0.01,64,30,0.8767123287671232
3,128,sigmoid,0.01,64,50,0.9006849315068494
3,128,sigmoid,0.01,64,70,0.8995433789954338
3,128,sigmoid,0.1,16,10,0.3321917808219178
3,128,sigmoid,0.1,16,30,0.3321917808219178
3,128,sigmoid,0.1,16,50,0.3424657534246575
3,128,sigmoid,0.1,16,70,0.3321917808219178
3,128,sigmoid,0.1,32,10,0.3253424657534247
3,128,sigmoid,0.1,32,30,0.3424657534246575
3,128,sigmoid,0.1,32,50,0.0
3,128,sigmoid,0.1,32,70,0.0
3,128,sigmoid,0.1,64,10,0.0
3,128,sigmoid,0.1,64,30,0.0
3,128,sigmoid,0.1,64,50,0.0
3,128,sigmoid,0.1,64,70,0.0
3,128,tanh,0.001,16,10,0.8230593607305936
3,128,tanh,0.001,16,30,0.8276255707762558
3,128,tanh,0.001,16,50,0.8321917808219178
3,128,tanh,0.001,16,70,0.8333333333333334
3,128,tanh,0.001,32,10,0.773972602739726
3,128,tanh,0.001,32,30,0.797945205479452
3,128,tanh,0.001,32,50,0.8242009132420092
3,128,tanh,0.001,32,70,0.8116438356164384
3,128,tanh,0.001,64,10,0.7853881278538812
3,128,tanh,0.001,64,30,0.7842465753424658
3,128,tanh,0.001,64,50,0.7945205479452054
3,128,tanh,0.001,64,70,0.7785388127853882
3,128,tanh,0.01,16,10,0.8059360730593608
3,128,tanh,0.01,16,30,0.8116438356164384
3,128,tanh,0.01,16,50,0.8207762557077626
3,128,tanh,0.01,16,70,0.8184931506849316
3,128,tanh,0.01,32,10,0.8504566210045662
3,128,tanh,0.01,32,30,0.8687214611872146
3,128,tanh,0.01,32,50,0.843607305936073
3,128,tanh,0.01,32,70,0.8550228310502284
3,128,tanh,0.01,64,10,0.839041095890411
3,128,tanh,0.01,64,30,0.882420091324201
3,128,tanh,0.01,64,50,0.8721461187214612
3,128,tanh,0.01,64,70,0.8732876712328768
3,128,tanh,0.1,16,10,0.3584474885844749
3,128,tanh,0.1,16,30,0.3436073059360731
3,128,tanh,0.1,16,50,0.3025114155251142
3,128,tanh,0.1,16,70,0.3002283105022831
3,128,tanh,0.1,32,10,0.3287671232876712
3,128,tanh,0.1,32,30,0.3036529680365297
3,128,tanh,0.1,32,50,0.3995433789954338
3,128,tanh,0.1,32,70,0.3276255707762557
3,128,tanh,0.1,64,10,0.4531963470319635
3,128,tanh,0.1,64,30,0.4212328767123288
3,128,tanh,0.1,64,50,0.4452054794520548
3,128,tanh,0.1,64,70,0.3858447488584475
3,256,relu,0.001,16,10,0.9235159817351598
3,256,relu,0.001,16,30,0.9360730593607306
3,256,relu,0.001,16,50,0.928082191780822
3,256,relu,0.001,16,70,0.9292237442922374
3,256,relu,0.001,32,10,0.91324200913242
3,256,relu,0.001,32,30,0.9212328767123288
3,256,relu,0.001,32,50,0.9315068493150684
3,256,relu,0.001,32,70,0.928082191780822
3,256,relu,0.001,64,10,0.91324200913242
3,256,relu,0.001,64,30,0.910958904109589
3,256,relu,0.001,64,50,0.9235159817351598
3,256,relu,0.001,64,70,0.9223744292237442
3,256,relu,0.01,16,10,0.91324200913242
3,256,relu,0.01,16,30,0.9098173515981736
3,256,relu,0.01,16,50,0.8356164383561644
3,256,relu,0.01,16,70,0.9075342465753424
3,256,relu,0.01,32,10,0.908675799086758
3,256,relu,0.01,32,30,0.9189497716894978
3,256,relu,0.01,32,50,0.9429223744292238
3,256,relu,0.01,32,70,0.910958904109589
3,256,relu,0.01,64,10,0.8949771689497716
3,256,relu,0.01,64,30,0.8721461187214612
3,256,relu,0.01,64,50,0.9474885844748858
3,256,relu,0.01,64,70,0.9372146118721462
3,256,relu,0.1,16,10,0.0
3,256,relu,0.1,16,30,0.0
3,256,relu,0.1,16,50,0.0
3,256,relu,0.1,16,70,0.0
3,256,relu,0.1,32,10,0.0
3,256,relu,0.1,32,30,0.0
3,256,relu,0.1,32,50,0.0
3,256,relu,0.1,32,70,0.0
3,256,relu,0.1,64,10,0.0
3,256,relu,0.1,64,30,0.0
3,256,relu,0.1,64,50,0.0
3,256,relu,0.1,64,70,0.0
3,256,sigmoid,0.001,16,10,0.9098173515981736
3,256,sigmoid,0.001,16,30,0.9155251141552512
3,256,sigmoid,0.001,16,50,0.9166666666666666
3,256,sigmoid,0.001,16,70,0.9166666666666666
3,256,sigmoid,0.001,32,10,0.886986301369863
3,256,sigmoid,0.001,32,30,0.9029680365296804
3,256,sigmoid,0.001,32,50,0.8995433789954338
3,256,sigmoid,0.001,32,70,0.9075342465753424
3,256,sigmoid,0.001,64,10,0.8276255707762558
3,256,sigmoid,0.001,64,30,0.8995433789954338
3,256,sigmoid,0.001,64,50,0.8972602739726028
3,256,sigmoid,0.001,64,70,0.908675799086758
3,256,sigmoid,0.01,16,10,0.8207762557077626
3,256,sigmoid,0.01,16,30,0.9018264840182648
3,256,sigmoid,0.01,16,50,0.884703196347032
3,256,sigmoid,0.01,16,70,0.8961187214611872
3,256,sigmoid,0.01,32,10,0.889269406392694
3,256,sigmoid,0.01,32,30,0.8938356164383562
3,256,sigmoid,0.01,32,50,0.882420091324201
3,256,sigmoid,0.01,32,70,0.8904109589041096
3,256,sigmoid,0.01,64,10,0.8778538812785388
3,256,sigmoid,0.01,64,30,0.8995433789954338
3,256,sigmoid,0.01,64,50,0.8801369863013698
3,256,sigmoid,0.01,64,70,0.8949771689497716
3,256,sigmoid,0.1,16,10,0.0
3,256,sigmoid,0.1,16,30,0.3321917808219178
3,256,sigmoid,0.1,16,50,0.3253424657534247
3,256,sigmoid,0.1,16,70,0.3424657534246575
3,256,sigmoid,0.1,32,10,0.0
3,256,sigmoid,0.1,32,30,0.3321917808219178
3,256,sigmoid,0.1,32,50,0.3424657534246575
3,256,sigmoid,0.1,32,70,0.0
3,256,sigmoid,0.1,64,10,0.3321917808219178
3,256,sigmoid,0.1,64,30,0.3424657534246575
3,256,sigmoid,0.1,64,50,0.0
3,256,sigmoid,0.1,64,70,0.3321917808219178
3,256,tanh,0.001,16,10,0.865296803652968
3,256,tanh,0.001,16,30,0.867579908675799
3,256,tanh,0.001,16,50,0.8721461187214612
3,256,tanh,0.001,16,70,0.8755707762557078
3,256,tanh,0.001,32,10,0.8573059360730594
3,256,tanh,0.001,32,30,0.8344748858447488
3,256,tanh,0.001,32,50,0.863013698630137
3,256,tanh,0.001,32,70,0.8584474885844748
3,256,tanh,0.001,64,10,0.8287671232876712
3,256,tanh,0.001,64,30,0.83675799086758
3,256,tanh,0.001,64,50,0.8321917808219178
3,256,tanh,0.001,64,70,0.8344748858447488
3,256,tanh,0.01,16,10,0.8082191780821918
3,256,tanh,0.01,16,30,0.7888127853881278
3,256,tanh,0.01,16,50,0.8002283105022832
3,256,tanh,0.01,16,70,0.8036529680365296
3,256,tanh,0.01,32,10,0.8310502283105022
3,256,tanh,0.01,32,30,0.8458904109589042
3,256,tanh,0.01,32,50,0.8561643835616438
3,256,tanh,0.01,32,70,0.8230593607305936
3,256,tanh,0.01,64,10,0.8698630136986302
3,256,tanh,0.01,64,30,0.867579908675799
3,256,tanh,0.01,64,50,0.8881278538812786
3,256,tanh,0.01,64,70,0.8778538812785388
3,256,tanh,0.1,16,10,0.3082191780821918
3,256,tanh,0.1,16,30,0.3105022831050228
3,256,tanh,0.1,16,50,0.2819634703196347
3,256,tanh,0.1,16,70,0.3755707762557078
3,256,tanh,0.1,32,10,0.3607305936073059
3,256,tanh,0.1,32,30,0.3515981735159817
3,256,tanh,0.1,32,50,0.2773972602739726
3,256,tanh,0.1,32,70,0.3287671232876712
3,256,tanh,0.1,64,10,0.4075342465753425
3,256,tanh,0.1,64,30,0.3401826484018265
3,256,tanh,0.1,64,50,0.3892694063926941
3,256,tanh,0.1,64,70,0.4235159817351598
3,512,relu,0.001,16,10,0.9394977168949772
3,512,relu,0.001,16,30,0.9383561643835616
3,512,relu,0.001,16,50,0.930365296803653
3,512,relu,0.001,16,70,0.9531963470319634
3,512,relu,0.001,32,10,0.9360730593607306
3,512,relu,0.001,32,30,0.9360730593607306
3,512,relu,0.001,32,50,0.930365296803653
3,512,relu,0.001,32,70,0.9474885844748858
3,512,relu,0.001,64,10,0.906392694063927
3,512,relu,0.001,64,30,0.932648401826484
3,512,relu,0.001,64,50,0.9315068493150684
3,512,relu,0.001,64,70,0.9246575342465754
3,512,relu,0.01,16,10,0.9257990867579908
3,512,relu,0.01,16,30,0.7853881278538812
3,512,relu,0.01,16,50,0.7796803652968036
3,512,relu,0.01,16,70,0.930365296803653
3,512,relu,0.01,32,10,0.8972602739726028
3,512,relu,0.01,32,30,0.9200913242009132
3,512,relu,0.01,32,50,0.9178082191780822
3,512,relu,0.01,32,70,0.9246575342465754
3,512,relu,0.01,64,10,0.9052511415525114
3,512,relu,0.01,64,30,0.9269406392694064
3,512,relu,0.01,64,50,0.9440639269406392
3,512,relu,0.01,64,70,0.9440639269406392
3,512,relu,0.1,16,10,0.0
3,512,relu,0.1,16,30,0.0
3,512,relu,0.1,16,50,0.0
3,512,relu,0.1,16,70,0.0
3,512,relu,0.1,32,10,0.0
3,512,relu,0.1,32,30,0.0
3,512,relu,0.1,32,50,0.0
3,512,relu,0.1,32,70,0.0
3,512,relu,0.1,64,10,0.0
3,512,relu,0.1,64,30,0.0
3,512,relu,0.1,64,50,0.0
3,512,relu,0.1,64,70,0.0
3,512,sigmoid,0.001,16,10,0.9155251141552512
3,512,sigmoid,0.001,16,30,0.9394977168949772
3,512,sigmoid,0.001,16,50,0.930365296803653
3,512,sigmoid,0.001,16,70,0.9315068493150684
3,512,sigmoid,0.001,32,10,0.8527397260273972
3,512,sigmoid,0.001,32,30,0.930365296803653
3,512,sigmoid,0.001,32,50,0.928082191780822
3,512,sigmoid,0.001,32,70,0.9337899543378996
3,512,sigmoid,0.001,64,10,0.8561643835616438
3,512,sigmoid,0.001,64,30,0.9155251141552512
3,512,sigmoid,0.001,64,50,0.928082191780822
3,512,sigmoid,0.001,64,70,0.928082191780822
3,512,sigmoid,0.01,16,10,0.8013698630136986
3,512,sigmoid,0.01,16,30,0.8915525114155252
3,512,sigmoid,0.01,16,50,0.8504566210045662
3,512,sigmoid,0.01,16,70,0.8664383561643836
3,512,sigmoid,0.01,32,10,0.8515981735159818
3,512,sigmoid,0.01,32,30,0.8881278538812786
3,512,sigmoid,0.01,32,50,0.8493150684931506
3,512,sigmoid,0.01,32,70,0.8961187214611872
3,512,sigmoid,0.01,64,10,0.863013698630137
3,512,sigmoid,0.01,64,30,0.8881278538812786
3,512,sigmoid,0.01,64,50,0.9052511415525114
3,512,sigmoid,0.01,64,70,0.8835616438356164
3,512,sigmoid,0.1,16,10,0.0
3,512,sigmoid,0.1,16,30,0.0
3,512,sigmoid,0.1,16,50,0.3424657534246575
3,512,sigmoid,0.1,16,70,0.0
3,512,sigmoid,0.1,32,10,0.3424657534246575
3,512,sigmoid,0.1,32,30,0.3321917808219178
3,512,sigmoid,0.1,32,50,0.3253424657534247
3,512,sigmoid,0.1,32,70,0.3253424657534247
3,512,sigmoid,0.1,64,10,0.0
3,512,sigmoid,0.1,64,30,0.0
3,512,sigmoid,0.1,64,50,0.3424657534246575
3,512,sigmoid,0.1,64,70,0.3253424657534247
3,512,tanh,0.001,16,10,0.8595890410958904
3,512,tanh,0.001,16,30,0.9029680365296804
3,512,tanh,0.001,16,50,0.8904109589041096
3,512,tanh,0.001,16,70,0.9189497716894978
3,512,tanh,0.001,32,10,0.8904109589041096
3,512,tanh,0.001,32,30,0.884703196347032
3,512,tanh,0.001,32,50,0.8926940639269406
3,512,tanh,0.001,32,70,0.906392694063927
3,512,tanh,0.001,64,10,0.8710045662100456
3,512,tanh,0.001,64,30,0.8721461187214612
3,512,tanh,0.001,64,50,0.8767123287671232
3,512,tanh,0.001,64,70,0.8812785388127854
3,512,tanh,0.01,16,10,0.6118721461187214
3,512,tanh,0.01,16,30,0.728310502283105
3,512,tanh,0.01,16,50,0.7420091324200914
3,512,tanh,0.01,16,70,0.7271689497716894
3,512,tanh,0.01,32,10,0.79337899543379
3,512,tanh,0.01,32,30,0.7853881278538812
3,512,tanh,0.01,32,50,0.7796803652968036
3,512,tanh,0.01,32,70,0.8070776255707762
3,512,tanh,0.01,64,10,0.817351598173516
3,512,tanh,0.01,64,30,0.867579908675799
3,512,tanh,0.01,64,50,0.8881278538812786
3,512,tanh,0.01,64,70,0.8721461187214612
3,512,tanh,0.1,16,10,0.2328767123287671
3,512,tanh,0.1,16,30,0.3607305936073059
3,512,tanh,0.1,16,50,0.2922374429223744
3,512,tanh,0.1,16,70,0.2534246575342466
3,512,tanh,0.1,32,10,0.2340182648401826
3,512,tanh,0.1,32,30,0.3025114155251142
3,512,tanh,0.1,32,50,0.3778538812785388
3,512,tanh,0.1,32,70,0.3356164383561644
3,512,tanh,0.1,64,10,0.2636986301369863
3,512,tanh,0.1,64,30,0.3447488584474886
3,512,tanh,0.1,64,50,0.3675799086757991
3,512,tanh,0.1,64,70,0.3584474885844749
