Learning Rate,Activation,Units per Layer,Hidden Layers,Epochs,Batch Size,Accuracy
0.1,relu,32,3,50,32,0.0
0.1,relu,32,3,70,32,0.0136986301369863
0.1,relu,32,3,10,64,0.2831050228310502
0.1,relu,32,3,30,64,0.0136986301369863
0.1,relu,32,3,50,64,0.2191780821917808
0.1,relu,32,3,70,64,0.0
0.001,sigmoid,32,3,10,16,0.730593607305936
0.001,sigmoid,32,3,30,16,0.7853881278538812
0.001,sigmoid,32,3,50,16,0.8036529680365296
0.001,sigmoid,32,3,70,16,0.776255707762557
0.001,sigmoid,32,3,10,32,0.7100456621004566
0.001,sigmoid,32,3,30,32,0.776255707762557
0.001,sigmoid,32,3,50,32,0.8036529680365296
0.001,sigmoid,32,3,70,32,0.8036529680365296
0.001,sigmoid,32,3,10,64,0.6621004566210046
0.001,sigmoid,32,3,30,64,0.7488584474885844
0.001,sigmoid,32,3,50,64,0.769406392694064
0.001,sigmoid,32,3,70,64,0.7968036529680366
0.01,sigmoid,32,3,10,16,0.8127853881278538
0.01,sigmoid,32,3,30,16,0.7945205479452054
0.01,sigmoid,32,3,50,16,0.8036529680365296
0.01,sigmoid,32,3,70,16,0.8356164383561644
0.01,sigmoid,32,3,10,32,0.7922374429223744
0.01,sigmoid,32,3,30,32,0.8127853881278538
0.01,sigmoid,32,3,50,32,0.8059360730593608
0.01,sigmoid,32,3,70,32,0.7945205479452054
0.01,sigmoid,32,3,10,64,0.7625570776255708
0.01,sigmoid,32,3,30,64,0.8059360730593608
0.01,sigmoid,32,3,50,64,0.815068493150685
0.01,sigmoid,32,3,70,64,0.8082191780821918
0.1,sigmoid,32,3,10,16,0.7031963470319634
0.1,sigmoid,32,3,30,16,0.6575342465753424
0.1,sigmoid,32,3,50,16,0.7146118721461188
0.1,sigmoid,32,3,70,16,0.5958904109589042
0.1,sigmoid,32,3,10,32,0.7351598173515982
0.1,sigmoid,32,3,30,32,0.7557077625570776
0.1,sigmoid,32,3,50,32,0.7031963470319634
0.1,sigmoid,32,3,70,32,0.723744292237443
0.1,sigmoid,32,3,10,64,0.7853881278538812
0.1,sigmoid,32,3,30,64,0.8082191780821918
0.1,sigmoid,32,3,50,64,0.7922374429223744
0.1,sigmoid,32,3,70,64,0.7602739726027398
0.001,tanh,32,3,10,16,0.7465753424657534
0.001,tanh,32,3,30,16,0.7648401826484018
0.001,tanh,32,3,50,16,0.769406392694064
0.001,tanh,32,3,70,16,0.7785388127853882
0.001,tanh,32,3,10,32,0.7442922374429224
0.001,tanh,32,3,30,32,0.7534246575342466
0.001,tanh,32,3,50,32,0.7579908675799086
0.001,tanh,32,3,70,32,0.7534246575342466
0.001,tanh,32,3,10,64,0.726027397260274
0.001,tanh,32,3,30,64,0.7351598173515982
0.001,tanh,32,3,50,64,0.7214611872146118
0.001,tanh,32,3,70,64,0.7374429223744292
0.01,tanh,32,3,10,16,0.815068493150685
0.01,tanh,32,3,30,16,0.8013698630136986
0.01,tanh,32,3,50,16,0.819634703196347
0.01,tanh,32,3,70,16,0.8310502283105022
0.01,tanh,32,3,10,32,0.7968036529680366
0.01,tanh,32,3,30,32,0.8378995433789954
0.01,tanh,32,3,50,32,0.7990867579908676
0.01,tanh,32,3,70,32,0.817351598173516
0.01,tanh,32,3,10,64,0.769406392694064
0.01,tanh,32,3,30,64,0.7876712328767124
0.01,tanh,32,3,50,64,0.7557077625570776
0.01,tanh,32,3,70,64,0.7945205479452054
0.1,tanh,32,3,10,16,0.5068493150684932
0.1,tanh,32,3,30,16,0.4817351598173516
0.1,tanh,32,3,50,16,0.4634703196347032
0.1,tanh,32,3,70,16,0.4794520547945205
0.1,tanh,32,3,10,32,0.5251141552511416
0.1,tanh,32,3,30,32,0.6164383561643836
0.1,tanh,32,3,50,32,0.5570776255707762
0.1,tanh,32,3,70,32,0.5547945205479452
0.1,tanh,32,3,10,64,0.58675799086758
0.1,tanh,32,3,30,64,0.636986301369863
0.1,tanh,32,3,50,64,0.6027397260273972
0.1,tanh,32,3,70,64,0.6301369863013698
0.001,relu,64,3,10,16,0.8698630136986302
0.001,relu,64,3,30,16,0.8584474885844748
0.001,relu,64,3,50,16,0.863013698630137
0.001,relu,64,3,70,16,0.8744292237442922
0.001,relu,64,3,10,32,0.860730593607306
0.001,relu,64,3,30,32,0.863013698630137
0.001,relu,64,3,50,32,0.8744292237442922
0.001,relu,64,3,70,32,0.8698630136986302
0.001,relu,64,3,10,64,0.8287671232876712
0.001,relu,64,3,30,64,0.8401826484018264
0.001,relu,64,3,50,64,0.8470319634703196
0.001,relu,64,3,70,64,0.860730593607306
0.01,relu,64,3,10,16,0.8835616438356164
0.01,relu,64,3,30,16,0.9223744292237442
0.01,relu,64,3,50,16,0.8812785388127854
0.01,relu,64,3,70,16,0.8858447488584474
0.01,relu,64,3,10,32,0.8926940639269406
0.01,relu,64,3,30,32,0.8972602739726028
0.01,relu,64,3,50,32,0.9018264840182648
0.01,relu,64,3,70,32,0.906392694063927
0.01,relu,64,3,10,64,0.8904109589041096
0.01,relu,64,3,30,64,0.906392694063927
0.01,relu,64,3,50,64,0.91324200913242
0.01,relu,64,3,70,64,0.8995433789954338
0.1,relu,64,3,10,16,0.0
0.1,relu,64,3,30,16,0.0
0.1,relu,64,3,50,16,0.0
0.1,relu,64,3,70,16,0.0
0.1,relu,64,3,10,32,0.1187214611872146
0.1,relu,64,3,30,32,0.0
0.1,relu,64,3,50,32,0.0
0.1,relu,64,3,70,32,0.0
0.1,relu,64,3,10,64,0.091324200913242
0.1,relu,64,3,30,64,0.0
0.1,relu,64,3,50,64,0.0
0.1,relu,64,3,70,64,0.0
0.001,sigmoid,64,3,10,16,0.7374429223744292
0.001,sigmoid,64,3,30,16,0.7945205479452054
0.001,sigmoid,64,3,50,16,0.8105022831050228
0.001,sigmoid,64,3,70,16,0.8333333333333334
0.001,sigmoid,64,3,10,32,0.726027397260274
0.001,sigmoid,64,3,30,32,0.7899543378995434
0.001,sigmoid,64,3,50,32,0.8059360730593608
0.001,sigmoid,64,3,70,32,0.8127853881278538
0.001,sigmoid,64,3,10,64,0.7168949771689498
0.001,sigmoid,64,3,30,64,0.771689497716895
0.001,sigmoid,64,3,50,64,0.7990867579908676
0.001,sigmoid,64,3,70,64,0.7922374429223744
0.01,sigmoid,64,3,10,16,0.8287671232876712
0.01,sigmoid,64,3,30,16,0.8721461187214612
0.01,sigmoid,64,3,50,16,0.8584474885844748
0.01,sigmoid,64,3,70,16,0.8493150684931506
0.01,sigmoid,64,3,10,32,0.8036529680365296
0.01,sigmoid,64,3,30,32,0.8242009132420092
0.01,sigmoid,64,3,50,32,0.8356164383561644
0.01,sigmoid,64,3,70,32,0.8356164383561644
0.01,sigmoid,64,3,10,64,0.8013698630136986
0.01,sigmoid,64,3,30,64,0.819634703196347
0.01,sigmoid,64,3,50,64,0.8515981735159818
0.01,sigmoid,64,3,70,64,0.8447488584474886
0.1,sigmoid,64,3,10,16,0.5753424657534246
0.1,sigmoid,64,3,30,16,0.0
0.1,sigmoid,64,3,50,16,0.3424657534246575
0.1,sigmoid,64,3,70,16,0.7009132420091324
0.1,sigmoid,64,3,10,32,0.2534246575342466
0.1,sigmoid,64,3,30,32,0.7648401826484018
0.1,sigmoid,64,3,50,32,0.7557077625570776
0.1,sigmoid,64,3,70,32,0.4726027397260274
0.1,sigmoid,64,3,10,64,0.6735159817351598
0.1,sigmoid,64,3,30,64,0.4474885844748858
0.1,sigmoid,64,3,50,64,0.7214611872146118
0.1,sigmoid,64,3,70,64,0.7328767123287672
0.001,tanh,64,3,10,16,0.7420091324200914
0.001,tanh,64,3,30,16,0.776255707762557
0.001,tanh,64,3,50,16,0.8082191780821918
0.001,tanh,64,3,70,16,0.7831050228310502
0.001,tanh,64,3,10,32,0.7374429223744292
0.001,tanh,64,3,30,32,0.7990867579908676
0.001,tanh,64,3,50,32,0.7968036529680366
0.001,tanh,64,3,70,32,0.776255707762557
0.001,tanh,64,3,10,64,0.7374429223744292
0.001,tanh,64,3,30,64,0.7511415525114156
0.001,tanh,64,3,50,64,0.7534246575342466
0.001,tanh,64,3,70,64,0.7465753424657534
0.01,tanh,64,3,10,16,0.7922374429223744
0.01,tanh,64,3,30,16,0.860730593607306
0.01,tanh,64,3,50,16,0.8287671232876712
0.01,tanh,64,3,70,16,0.8105022831050228
0.01,tanh,64,3,10,32,0.7990867579908676
0.01,tanh,64,3,30,32,0.8401826484018264
0.01,tanh,64,3,50,32,0.8127853881278538
0.01,tanh,64,3,70,32,0.8401826484018264
0.01,tanh,64,3,10,64,0.7511415525114156
0.01,tanh,64,3,30,64,0.8401826484018264
0.01,tanh,64,3,50,64,0.8447488584474886
0.01,tanh,64,3,70,64,0.8401826484018264
0.1,tanh,64,3,10,16,0.4840182648401826
0.1,tanh,64,3,30,16,0.4771689497716895
0.1,tanh,64,3,50,16,0.3995433789954338
0.1,tanh,64,3,70,16,0.4657534246575342
0.1,tanh,64,3,10,32,0.5273972602739726
0.1,tanh,64,3,30,32,0.5319634703196348
0.1,tanh,64,3,50,32,0.4474885844748858
0.1,tanh,64,3,70,32,0.5068493150684932
0.1,tanh,64,3,10,64,0.593607305936073
0.1,tanh,64,3,30,64,0.5844748858447488
0.1,tanh,64,3,50,64,0.6278538812785388
0.1,tanh,64,3,70,64,0.5730593607305936
0.001,relu,128,3,10,16,0.8744292237442922
0.001,relu,128,3,30,16,0.8812785388127854
0.001,relu,128,3,50,16,0.8904109589041096
0.001,relu,128,3,70,16,0.865296803652968
0.001,relu,128,3,10,32,0.8584474885844748
0.001,relu,128,3,30,32,0.860730593607306
0.001,relu,128,3,50,32,0.8721461187214612
0.001,relu,128,3,70,32,0.8789954337899544
0.001,relu,128,3,10,64,0.8333333333333334
0.001,relu,128,3,30,64,0.8721461187214612
0.001,relu,128,3,50,64,0.8767123287671232
0.001,relu,128,3,70,64,0.8744292237442922
0.01,relu,128,3,10,16,0.8515981735159818
0.01,relu,128,3,30,16,0.8926940639269406
0.01,relu,128,3,50,16,0.908675799086758
0.01,relu,128,3,70,16,0.9018264840182648
0.01,relu,128,3,10,32,0.8881278538812786
0.01,relu,128,3,30,32,0.910958904109589
0.01,relu,128,3,50,32,0.906392694063927
0.01,relu,128,3,70,32,0.9178082191780822
0.01,relu,128,3,10,64,0.910958904109589
0.01,relu,128,3,30,64,0.8835616438356164
0.01,relu,128,3,50,64,0.91324200913242
0.01,relu,128,3,70,64,0.906392694063927
0.1,relu,128,3,10,16,0.0
0.1,relu,128,3,30,16,0.0
0.1,relu,128,3,50,16,0.0
0.1,relu,128,3,70,16,0.0
0.1,relu,128,3,10,32,0.0
0.1,relu,128,3,30,32,0.0
0.1,relu,128,3,50,32,0.0
0.1,relu,128,3,70,32,0.0
0.1,relu,128,3,10,64,0.0
0.1,relu,128,3,30,64,0.0
0.1,relu,128,3,50,64,0.0
0.1,relu,128,3,70,64,0.0
0.001,sigmoid,128,3,10,16,0.771689497716895
0.001,sigmoid,128,3,30,16,0.7945205479452054
0.001,sigmoid,128,3,50,16,0.8105022831050228
0.001,sigmoid,128,3,70,16,0.815068493150685
0.001,sigmoid,128,3,10,32,0.7511415525114156
0.001,sigmoid,128,3,30,32,0.8036529680365296
0.001,sigmoid,128,3,50,32,0.8059360730593608
0.001,sigmoid,128,3,70,32,0.819634703196347
0.001,sigmoid,128,3,10,64,0.7100456621004566
0.001,sigmoid,128,3,30,64,0.7968036529680366
0.001,sigmoid,128,3,50,64,0.7853881278538812
0.001,sigmoid,128,3,70,64,0.7968036529680366
0.01,sigmoid,128,3,10,16,0.8538812785388128
0.01,sigmoid,128,3,30,16,0.865296803652968
0.01,sigmoid,128,3,50,16,0.8584474885844748
0.01,sigmoid,128,3,70,16,0.8561643835616438
0.01,sigmoid,128,3,10,32,0.8127853881278538
0.01,sigmoid,128,3,30,32,0.8493150684931506
0.01,sigmoid,128,3,50,32,0.860730593607306
0.01,sigmoid,128,3,70,32,0.8470319634703196
0.01,sigmoid,128,3,10,64,0.821917808219178
0.01,sigmoid,128,3,30,64,0.8242009132420092
0.01,sigmoid,128,3,50,64,0.860730593607306
0.01,sigmoid,128,3,70,64,0.8356164383561644
0.1,sigmoid,128,3,10,16,0.3424657534246575
0.1,sigmoid,128,3,30,16,0.0
0.1,sigmoid,128,3,50,16,0.3424657534246575
0.1,sigmoid,128,3,70,16,0.3424657534246575
0.1,sigmoid,128,3,10,32,0.0
0.1,sigmoid,128,3,30,32,0.3310502283105023
0.1,sigmoid,128,3,50,32,0.3424657534246575
0.1,sigmoid,128,3,70,32,0.3310502283105023
0.1,sigmoid,128,3,10,64,0.0
0.1,sigmoid,128,3,30,64,0.0
0.1,sigmoid,128,3,50,64,0.0
0.1,sigmoid,128,3,70,64,0.0
0.001,tanh,128,3,10,16,0.8036529680365296
0.001,tanh,128,3,30,16,0.7968036529680366
0.001,tanh,128,3,50,16,0.8127853881278538
0.001,tanh,128,3,70,16,0.7853881278538812
0.001,tanh,128,3,10,32,0.771689497716895
0.001,tanh,128,3,30,32,0.8105022831050228
0.001,tanh,128,3,50,32,0.8036529680365296
0.001,tanh,128,3,70,32,0.7648401826484018
0.001,tanh,128,3,10,64,0.7465753424657534
0.001,tanh,128,3,30,64,0.7579908675799086
0.001,tanh,128,3,50,64,0.7808219178082192
0.001,tanh,128,3,70,64,0.771689497716895
0.01,tanh,128,3,10,16,0.8242009132420092
0.01,tanh,128,3,30,16,0.8082191780821918
0.01,tanh,128,3,50,16,0.815068493150685
0.01,tanh,128,3,70,16,0.8401826484018264
0.01,tanh,128,3,10,32,0.867579908675799
0.01,tanh,128,3,30,32,0.867579908675799
0.01,tanh,128,3,50,32,0.8424657534246576
0.01,tanh,128,3,70,32,0.8333333333333334
0.01,tanh,128,3,10,64,0.817351598173516
0.01,tanh,128,3,30,64,0.8333333333333334
0.01,tanh,128,3,50,64,0.8424657534246576
0.01,tanh,128,3,70,64,0.8378995433789954
0.1,tanh,128,3,10,16,0.3721461187214612
0.1,tanh,128,3,30,16,0.4611872146118721
0.1,tanh,128,3,50,16,0.3881278538812785
0.1,tanh,128,3,70,16,0.3904109589041096
0.1,tanh,128,3,10,32,0.5205479452054794
0.1,tanh,128,3,30,32,0.5296803652968036
0.1,tanh,128,3,50,32,0.5182648401826484
0.1,tanh,128,3,70,32,0.5068493150684932
0.1,tanh,128,3,10,64,0.5296803652968036
0.1,tanh,128,3,30,64,0.4840182648401826
0.1,tanh,128,3,50,64,0.4908675799086758
0.1,tanh,128,3,70,64,0.5593607305936074
0.001,relu,256,3,10,16,0.8858447488584474
0.001,relu,256,3,30,16,0.9018264840182648
0.001,relu,256,3,50,16,0.8767123287671232
0.001,relu,256,3,70,16,0.8881278538812786
0.001,relu,256,3,10,32,0.8721461187214612
0.001,relu,256,3,30,32,0.8767123287671232
0.001,relu,256,3,50,32,0.8721461187214612
0.001,relu,256,3,70,32,0.8789954337899544
0.001,relu,256,3,10,64,0.867579908675799
0.001,relu,256,3,30,64,0.8789954337899544
0.001,relu,256,3,50,64,0.8835616438356164
0.001,relu,256,3,70,64,0.8767123287671232
0.01,relu,256,3,10,16,0.8835616438356164
0.01,relu,256,3,30,16,0.9041095890410958
0.01,relu,256,3,50,16,0.9223744292237442
0.01,relu,256,3,70,16,0.8972602739726028
0.01,relu,256,3,10,32,0.8812785388127854
0.01,relu,256,3,30,32,0.9018264840182648
0.01,relu,256,3,50,32,0.9041095890410958
0.01,relu,256,3,70,32,0.8835616438356164
0.01,relu,256,3,10,64,0.8949771689497716
0.01,relu,256,3,30,64,0.9041095890410958
0.01,relu,256,3,50,64,0.8926940639269406
0.01,relu,256,3,70,64,0.9155251141552512
0.1,relu,256,3,10,16,0.002283105022831
0.1,relu,256,3,30,16,0.0
0.1,relu,256,3,50,16,0.0
0.1,relu,256,3,70,16,0.0
0.1,relu,256,3,10,32,0.0
0.1,relu,256,3,30,32,0.0
0.1,relu,256,3,50,32,0.0
0.1,relu,256,3,70,32,0.0
0.1,relu,256,3,10,64,0.0
0.1,relu,256,3,30,64,0.0
0.1,relu,256,3,50,64,0.0
0.1,relu,256,3,70,64,0.0
0.001,sigmoid,256,3,10,16,0.7899543378995434
0.001,sigmoid,256,3,30,16,0.815068493150685
0.001,sigmoid,256,3,50,16,0.8264840182648402
0.001,sigmoid,256,3,70,16,0.8310502283105022
0.001,sigmoid,256,3,10,32,0.7442922374429224
0.001,sigmoid,256,3,30,32,0.8082191780821918
0.001,sigmoid,256,3,50,32,0.819634703196347
0.001,sigmoid,256,3,70,32,0.8059360730593608
0.001,sigmoid,256,3,10,64,0.6963470319634704
0.001,sigmoid,256,3,30,64,0.8059360730593608
0.001,sigmoid,256,3,50,64,0.8013698630136986
0.001,sigmoid,256,3,70,64,0.8082191780821918
0.01,sigmoid,256,3,10,16,0.815068493150685
0.01,sigmoid,256,3,30,16,0.8356164383561644
0.01,sigmoid,256,3,50,16,0.8242009132420092
0.01,sigmoid,256,3,70,16,0.8744292237442922
0.01,sigmoid,256,3,10,32,0.8424657534246576
0.01,sigmoid,256,3,30,32,0.8424657534246576
0.01,sigmoid,256,3,50,32,0.8744292237442922
0.01,sigmoid,256,3,70,32,0.8584474885844748
0.01,sigmoid,256,3,10,64,0.817351598173516
0.01,sigmoid,256,3,30,64,0.8470319634703196
0.01,sigmoid,256,3,50,64,0.8447488584474886
0.01,sigmoid,256,3,70,64,0.8447488584474886
0.1,sigmoid,256,3,10,16,0.3424657534246575
0.1,sigmoid,256,3,30,16,0.3310502283105023
0.1,sigmoid,256,3,50,16,0.0
0.1,sigmoid,256,3,70,16,0.0
0.1,sigmoid,256,3,10,32,0.0
0.1,sigmoid,256,3,30,32,0.3264840182648402
0.1,sigmoid,256,3,50,32,0.3424657534246575
0.1,sigmoid,256,3,70,32,0.0
0.1,sigmoid,256,3,10,64,0.3264840182648402
0.1,sigmoid,256,3,30,64,0.0
0.1,sigmoid,256,3,50,64,0.0
0.1,sigmoid,256,3,70,64,0.3424657534246575
0.001,tanh,256,3,10,16,0.8287671232876712
0.001,tanh,256,3,30,16,0.8287671232876712
0.001,tanh,256,3,50,16,0.8401826484018264
0.001,tanh,256,3,70,16,0.8333333333333334
0.001,tanh,256,3,10,32,0.8264840182648402
0.001,tanh,256,3,30,32,0.8105022831050228
0.001,tanh,256,3,50,32,0.8264840182648402
0.001,tanh,256,3,70,32,0.821917808219178
0.001,tanh,256,3,10,64,0.7785388127853882
0.001,tanh,256,3,30,64,0.7990867579908676
0.001,tanh,256,3,50,64,0.7990867579908676
0.001,tanh,256,3,70,64,0.819634703196347
0.01,tanh,256,3,10,16,0.7990867579908676
0.01,tanh,256,3,30,16,0.8082191780821918
0.01,tanh,256,3,50,16,0.8105022831050228
0.01,tanh,256,3,70,16,0.8105022831050228
0.01,tanh,256,3,10,32,0.8401826484018264
0.01,tanh,256,3,30,32,0.817351598173516
0.01,tanh,256,3,50,32,0.8515981735159818
0.01,tanh,256,3,70,32,0.860730593607306
0.01,tanh,256,3,10,64,0.8515981735159818
0.01,tanh,256,3,30,64,0.8333333333333334
0.01,tanh,256,3,50,64,0.8424657534246576
0.01,tanh,256,3,70,64,0.8447488584474886
0.1,tanh,256,3,10,16,0.3310502283105023
0.1,tanh,256,3,30,16,0.3515981735159817
0.1,tanh,256,3,50,16,0.4269406392694064
0.1,tanh,256,3,70,16,0.4063926940639269
0.1,tanh,256,3,10,32,0.4315068493150685
0.1,tanh,256,3,30,32,0.4794520547945205
0.1,tanh,256,3,50,32,0.3858447488584475
0.1,tanh,256,3,70,32,0.4406392694063927
0.1,tanh,256,3,10,64,0.4908675799086758
0.1,tanh,256,3,30,64,0.4703196347031963
0.1,tanh,256,3,50,64,0.5319634703196348
0.1,tanh,256,3,70,64,0.4497716894977169
0.001,relu,512,3,10,16,0.908675799086758
0.001,relu,512,3,30,16,0.9155251141552512
0.001,relu,512,3,50,16,0.9223744292237442
0.001,relu,512,3,70,16,0.91324200913242
0.001,relu,512,3,10,32,0.9041095890410958
0.001,relu,512,3,30,32,0.8995433789954338
0.001,relu,512,3,50,32,0.8904109589041096
0.001,relu,512,3,70,32,0.8972602739726028
0.001,relu,512,3,10,64,0.8926940639269406
0.001,relu,512,3,30,64,0.8789954337899544
0.001,relu,512,3,50,64,0.8972602739726028
0.001,relu,512,3,70,64,0.8995433789954338
0.01,relu,512,3,10,16,0.863013698630137
0.01,relu,512,3,30,16,0.7534246575342466
0.01,relu,512,3,50,16,0.8310502283105022
0.01,relu,512,3,70,16,0.7671232876712328
0.01,relu,512,3,10,32,0.8698630136986302
0.01,relu,512,3,30,32,0.8881278538812786
0.01,relu,512,3,50,32,0.8881278538812786
0.01,relu,512,3,70,32,0.8904109589041096
0.01,relu,512,3,10,64,0.9018264840182648
0.01,relu,512,3,30,64,0.8881278538812786
0.01,relu,512,3,50,64,0.8858447488584474
0.01,relu,512,3,70,64,0.9018264840182648
0.1,relu,512,3,10,16,0.0
0.1,relu,512,3,30,16,0.0
0.1,relu,512,3,50,16,0.0045662100456621
0.1,relu,512,3,70,16,0.0
0.1,relu,512,3,10,32,0.0
0.1,relu,512,3,30,32,0.0
0.1,relu,512,3,50,32,0.0228310502283105
0.1,relu,512,3,70,32,0.0
0.1,relu,512,3,10,64,0.0
0.1,relu,512,3,30,64,0.0
0.1,relu,512,3,50,64,0.0
0.1,relu,512,3,70,64,0.0
0.001,sigmoid,512,3,10,16,0.8333333333333334
0.001,sigmoid,512,3,30,16,0.8538812785388128
0.001,sigmoid,512,3,50,16,0.8401826484018264
0.001,sigmoid,512,3,70,16,0.8493150684931506
0.001,sigmoid,512,3,10,32,0.7511415525114156
0.001,sigmoid,512,3,30,32,0.815068493150685
0.001,sigmoid,512,3,50,32,0.8264840182648402
0.001,sigmoid,512,3,70,32,0.8287671232876712
0.001,sigmoid,512,3,10,64,0.6963470319634704
0.001,sigmoid,512,3,30,64,0.8036529680365296
0.001,sigmoid,512,3,50,64,0.8127853881278538
0.001,sigmoid,512,3,70,64,0.8356164383561644
0.01,sigmoid,512,3,10,16,0.7922374429223744
0.01,sigmoid,512,3,30,16,0.8287671232876712
0.01,sigmoid,512,3,50,16,0.8333333333333334
0.01,sigmoid,512,3,70,16,0.8310502283105022
0.01,sigmoid,512,3,10,32,0.7899543378995434
0.01,sigmoid,512,3,30,32,0.8584474885844748
0.01,sigmoid,512,3,50,32,0.8447488584474886
0.01,sigmoid,512,3,70,32,0.8538812785388128
0.01,sigmoid,512,3,10,64,0.7968036529680366
0.01,sigmoid,512,3,30,64,0.8493150684931506
0.01,sigmoid,512,3,50,64,0.8584474885844748
0.01,sigmoid,512,3,70,64,0.8401826484018264
0.1,sigmoid,512,3,10,16,0.3310502283105023
0.1,sigmoid,512,3,30,16,0.0
0.1,sigmoid,512,3,50,16,0.0
0.1,sigmoid,512,3,70,16,0.0
0.1,sigmoid,512,3,10,32,0.3424657534246575
0.1,sigmoid,512,3,30,32,0.0
0.1,sigmoid,512,3,50,32,0.3310502283105023
0.1,sigmoid,512,3,70,32,0.0
0.1,sigmoid,512,3,10,64,0.3424657534246575
0.1,sigmoid,512,3,30,64,0.0
0.1,sigmoid,512,3,50,64,0.3310502283105023
0.1,sigmoid,512,3,70,64,0.3310502283105023
0.001,tanh,512,3,10,16,0.865296803652968
0.001,tanh,512,3,30,16,0.865296803652968
0.001,tanh,512,3,50,16,0.8538812785388128
0.001,tanh,512,3,70,16,0.8584474885844748
0.001,tanh,512,3,10,32,0.8401826484018264
0.001,tanh,512,3,30,32,0.8493150684931506
0.001,tanh,512,3,50,32,0.8310502283105022
0.001,tanh,512,3,70,32,0.8470319634703196
0.001,tanh,512,3,10,64,0.8378995433789954
0.001,tanh,512,3,30,64,0.819634703196347
0.001,tanh,512,3,50,64,0.815068493150685
0.001,tanh,512,3,70,64,0.8310502283105022
0.01,tanh,512,3,10,16,0.7191780821917808
0.01,tanh,512,3,30,16,0.7602739726027398
0.01,tanh,512,3,50,16,0.7374429223744292
0.01,tanh,512,3,70,16,0.7054794520547946
0.01,tanh,512,3,10,32,0.773972602739726
0.01,tanh,512,3,30,32,0.8127853881278538
0.01,tanh,512,3,50,32,0.8447488584474886
0.01,tanh,512,3,70,32,0.8310502283105022
0.01,tanh,512,3,10,64,0.8036529680365296
0.01,tanh,512,3,30,64,0.8127853881278538
0.01,tanh,512,3,50,64,0.8378995433789954
0.01,tanh,512,3,70,64,0.8264840182648402
0.1,tanh,512,3,10,16,0.4041095890410959
0.1,tanh,512,3,30,16,0.408675799086758
0.1,tanh,512,3,50,16,0.4063926940639269
0.1,tanh,512,3,70,16,0.3401826484018265
0.1,tanh,512,3,10,32,0.45662100456621
0.1,tanh,512,3,30,32,0.3926940639269406
0.1,tanh,512,3,50,32,0.4337899543378995
0.1,tanh,512,3,70,32,0.3926940639269406
0.1,tanh,512,3,10,64,0.3926940639269406
0.1,tanh,512,3,30,64,0.4771689497716895
0.1,tanh,512,3,50,64,0.4611872146118721
0.1,tanh,512,3,70,64,0.5136986301369864
